year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
1996,Rhode Island,RI,5,US Senate,Nancy J. Mayer,republican,127368,364371
1996,South Carolina,SC,48,US Senate,Strom Thurmond,republican,619859,1161231
1996,South Carolina,SC,48,US Senate,Elliot Springs Close,democrat,510951,1161231
1996,South Carolina,SC,48,US Senate,Richard T. Quillian,libertarian,12988,1161231
1996,South Carolina,SC,48,US Senate,Peter J. Ashy,reform,9740,1161231
1996,South Carolina,SC,48,US Senate,Annette C. Estes,natural law,7693,1161231
1996,South Dakota,SD,37,US Senate,Larry Pressler,republican,157954,324487
1996,South Dakota,SD,37,US Senate,Tim Johnson,democrat,166533,324487
1996,Tennessee,TN,54,US Senate,Greg Samples,independent,4104,1778664
1996,Tennessee,TN,54,US Senate,NA,NA,61,1778664
1996,Tennessee,TN,54,US Senate,Fred Thompson,republican,1091554,1778664
1996,Tennessee,TN,54,US Senate,Bruce Gold,independent,5865,1778664
1996,Tennessee,TN,54,US Senate,John Jay Hooker,independent,14401,1778664
1996,Tennessee,TN,54,US Senate,Philip L. Kienlen,independent,2173,1778664
1996,Tennessee,TN,54,US Senate,Houston Gordon,democrat,654937,1778664
1996,Tennessee,TN,54,US Senate,Robert O. Watson,independent,5569,1778664
1996,Texas,TX,49,US Senate,John Huff,natural law,19469,5527441
1996,Texas,TX,49,US Senate,Victor M. Morales,democrat,2428776,5527441
1996,Texas,TX,49,US Senate,Phil Gramm,republican,3027680,5527441
1996,Texas,TX,49,US Senate,Michael Bird,libertarian,51516,5527441
1996,Virginia,VA,40,US Senate,John W. Warner,republican,1235744,2354715
1996,Virginia,VA,40,US Senate,NA,NA,2989,2354715
1996,Virginia,VA,40,US Senate,Mark R. Warner,democrat,1115982,2354715
1996,West Virginia,WV,56,US Senate,John D. Rockefeller IV,democrat,456526,595614
1996,West Virginia,WV,56,US Senate,Betty A. Burks,republican,139088,595614
1996,Wyoming,WY,68,US Senate,Michael B. Enzi,republican,114116,211077
1996,Wyoming,WY,68,US Senate,Lloyd Marsden,natural law,2569,211077
1996,Wyoming,WY,68,US Senate,Kathy Karpan,democrat,89103,211077
1996,Wyoming,WY,68,US Senate,W. David Herbert,libertarian,5289,211077
1998,Alabama,AL,41,US Senate,NA,NA,864,1293405
1998,Alabama,AL,41,US Senate,Richard C. Shelby,republican,817973,1293405
1998,Alabama,AL,41,US Senate,Clayton Suddith,democrat,474568,1293405
1998,Alaska,AK,81,US Senate,Frank H. Murkowski,republican,165227,221807
1998,Alaska,AK,81,US Senate,Scott A. Kohlhaas,libertarian,5046,221807
1998,Alaska,AK,81,US Senate,"Joseph A. ""Joe"" Sonneman",democrat,43743,221807
1998,Alaska,AK,81,US Senate,Jeffrey Gottlieb,green,7126,221807
1998,Alaska,AK,81,US Senate,NA,NA,665,221807
1998,Arizona,AZ,61,US Senate,NA,NA,187,1013280
1998,Arizona,AZ,61,US Senate,Ed Ranger,democrat,275224,1013280
1998,Arizona,AZ,61,US Senate,John McCain,republican,696577,1013280
1998,Arizona,AZ,61,US Senate,Bob Park,reform,18288,1013280
1998,Arizona,AZ,61,US Senate,John C. Zajac,libertarian,23004,1013280
1998,Arkansas,AR,42,US Senate,NA,NA,187,700831
1998,Arkansas,AR,42,US Senate,Charley E. Heffley,reform,18896,700831
1998,Arkansas,AR,42,US Senate,Fay Boozman,republican,295870,700831
1998,Arkansas,AR,42,US Senate,Blanche Lambert Lincoln,democrat,385878,700831
1998,California,CA,71,US Senate,Matt Fong,republican,3575078,8311905
1998,California,CA,71,US Senate,Barbara Boxer,democrat,4410056,8311905
1998,California,CA,71,US Senate,Timothy R. Erich,reform,82918,8311905
1998,California,CA,71,US Senate,"H. Joseph Perrin, Sr.",american independent,54699,8311905
1998,California,CA,71,US Senate,Ophie C. Beltran,peace and freedom,48685,8311905
1998,California,CA,71,US Senate,Ted Brown,libertarian,93926,8311905
1998,California,CA,71,US Senate,Brian M. Rees,natural law,46543,8311905
1998,Colorado,CO,62,US Senate,Gary Swing,u.s. pacifist,1981,1327235
1998,Colorado,CO,62,US Senate,David S. Segal,libertarian,14024,1327235
1998,Colorado,CO,62,US Senate,Ben Nighthorse Campbell,republican,829370,1327235
1998,Colorado,CO,62,US Senate,Dottie Lamm,democrat,464754,1327235
1998,Colorado,CO,62,US Senate,Kevin Swanson,american constitution,9775,1327235
1998,Colorado,CO,62,US Senate,John Heckman,concerns of people,3230,1327235
1998,Colorado,CO,62,US Senate,Jeffrey Peckman,natural law,4101,1327235
1998,Connecticut,CT,1,US Senate,Lois A. Grasso,term limits,6517,964457
1998,Connecticut,CT,1,US Senate,Gary Franks,republican,312177,964457
1998,Connecticut,CT,1,US Senate,Christopher J. Dodd,democrat,628306,964457
1998,Connecticut,CT,1,US Senate,Wildey J. Moore,libertarian,5196,964457
1998,Connecticut,CT,1,US Senate,William Kozak,concerned citizens,12261,964457
1998,Florida,FL,43,US Senate,Bob Graham,democrat,2436407,3900162
1998,Florida,FL,43,US Senate,Charlie Crist,republican,1463755,3900162
1998,Georgia,GA,44,US Senate,Bertil Armin Loftman,libertarian,43467,1753953
1998,Georgia,GA,44,US Senate,Michael J. Coles,democrat,791904,1753953
1998,Georgia,GA,44,US Senate,NA,NA,42,1753953
1998,Georgia,GA,44,US Senate,Paul Coverdell,republican,918540,1753953
1998,Hawaii,HI,82,US Senate,Lloyd (Jeff) Mallan,libertarian,11908,398124
1998,Hawaii,HI,82,US Senate,Daniel K. Inouye,democrat,315252,398124
1998,Hawaii,HI,82,US Senate,Crystal Young,republican,70964,398124
1998,Idaho,ID,63,US Senate,Mike Crapo,republican,262966,378174
1998,Idaho,ID,63,US Senate,Bill Mauk,democrat,107375,378174
1998,Idaho,ID,63,US Senate,George J. Mansfeld,natural law,7833,378174
1998,Illinois,IL,21,US Senate,Don A. Torgersen,reform,74704,3394521
1998,Illinois,IL,21,US Senate,Raymond W. Stalker,u.s. taxpayers,280,3394521
1998,Illinois,IL,21,US Senate,Peter G. Fitzgerald,republican,1709041,3394521
1998,Illinois,IL,21,US Senate,Carol Moseley-Braun,democrat,1610496,3394521
1998,Indiana,IN,22,US Senate,Evan Bayh,democrat,1012244,1588617
1998,Indiana,IN,22,US Senate,Paul Helmke,republican,552732,1588617
1998,Indiana,IN,22,US Senate,Rebecca Sink-Burris,libertarian,23641,1588617
1998,Iowa,IA,31,US Senate,Margaret Trowe,socialist workers,2542,947907
1998,Iowa,IA,31,US Senate,Susan Marcus,natural law,7561,947907
