year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
2010,Nevada,NV,65,US Senate,Sharron Angle,republican,321361,721404
2010,Nevada,NV,65,US Senate,Tim Fasano,independent american,3185,721404
2010,Nevada,NV,65,US Senate,Wil Stand,independent,2119,721404
2010,New Hampshire,NH,4,US Senate,Ken Bleevens,libertarian,4753,454710
2010,New Hampshire,NH,4,US Senate,Kelly Ayotte,republican,273218,454710
2010,New Hampshire,NH,4,US Senate,Paul W. Hodes,democrat,167545,454710
2010,New Hampshire,NH,4,US Senate,Chris Booth,independent,9194,454710
2010,New York,NY,13,US Senate,Kirsten E. Gillibrand,democrat,2837684,4757635
2010,New York,NY,13,US Senate,Jay Townsend,republican,1239605,4763899
2010,New York,NY,13,US Senate,Joseph Huff,rent is 2 damn high,17019,4757635
2010,New York,NY,13,US Senate,John Clifton,libertarian,18414,4757635
2010,New York,NY,13,US Senate,Joseph J. DioGuardi,conservative,244385,4757635
2010,New York,NY,13,US Senate,Bruce Blakeman,tax revolt,4516,4757635
2010,New York,NY,13,US Senate,Randy A. Credico,libertarian,24871,4763899
2010,New York,NY,13,US Senate,Joseph J. DioGuardi,republican,1338308,4757635
2010,New York,NY,13,US Senate,Jay Townsend,conservative,240818,4763899
2010,New York,NY,13,US Senate,Colia Clark,green,42341,4763899
2010,New York,NY,13,US Senate,Charles E. Schumer,democrat,3047880,4763899
2010,New York,NY,13,US Senate,Blank Vote/Scattering,,250033,4757635
2010,New York,NY,13,US Senate,Cecile A. Lawrence,green,35489,4757635
2010,New York,NY,13,US Senate,Blank Vote/Scattering,,168384,4763899
2010,New York,NY,13,US Senate,Vivia Morgan,anti-prohibition,11787,4757635
2010,North Carolina,NC,47,US Senate,Elaine Marshall,democrat,1145074,2660079
2010,North Carolina,NC,47,US Senate,NA,NA,1272,2660079
2010,North Carolina,NC,47,US Senate,Michael Beitler,libertarian,55687,2660079
2010,North Carolina,NC,47,US Senate,Richard Burr,republican,1458046,2660079
2010,North Dakota,ND,36,US Senate,Keith J. Hanson,libertarian,3890,238534
2010,North Dakota,ND,36,US Senate,Tracy Potter,democratic-nonpartisan league,52955,238534
2010,North Dakota,ND,36,US Senate,John Hoeven,republican,181689,238534
2010,Ohio,OH,24,US Senate,Lee Fisher,democrat,1503297,3815098
2010,Ohio,OH,24,US Senate,NA,NA,648,3815098
2010,Ohio,OH,24,US Senate,Rob Portman,republican,2168742,3815098
2010,Ohio,OH,24,US Senate,Michael L. Pryce,independent,50101,3815098
2010,Ohio,OH,24,US Senate,Daniel H. LaBotz,socialist,26454,3815098
2010,Ohio,OH,24,US Senate,Eric W. Deaton,constitution,65856,3815098
2010,Oklahoma,OK,53,US Senate,Stephen P. Wallace,independent,25048,1017151
2010,Oklahoma,OK,53,US Senate,Thomas A. Coburn,republican,718482,1017151
2010,Oklahoma,OK,53,US Senate,Jim Rogers,democrat,265814,1017151
2010,Oklahoma,OK,53,US Senate,Ronald F. Dwyer,independent,7807,1017151
2010,Oregon,OR,72,US Senate,Bruce Cronk,working families,18940,1442588
2010,Oregon,OR,72,US Senate,Jim Huffman,republican,566199,1442588
2010,Oregon,OR,72,US Senate,Ron Wyden,democrat,825507,1442588
2010,Oregon,OR,72,US Senate,Marc Delphine,libertarian,16028,1442588
2010,Oregon,OR,72,US Senate,Other,,1448,1442588
2010,Oregon,OR,72,US Senate,Rick Staggenborg,progressive,14466,1442588
2010,Pennsylvania,PA,14,US Senate,Pat Toomey,republican,2028945,3977661
2010,Pennsylvania,PA,14,US Senate,Joe Sestak,democrat,1948716,3977661
2010,South Carolina,SC,48,US Senate,NA,NA,21953,1318794
2010,South Carolina,SC,48,US Senate,Tom Clements,green,121472,1318794
2010,South Carolina,SC,48,US Senate,Alvin M. Greene,democrat,364598,1318794
2010,South Carolina,SC,48,US Senate,Jim DeMint,republican,810771,1318794
2010,South Dakota,SD,37,US Senate,John Thune,republican,227947,227947
2010,Utah,UT,67,US Senate,Scott N. Bradley,constitution,33095,585230
2010,Utah,UT,67,US Senate,Mike Lee,republican,360403,585230
2010,Utah,UT,67,US Senate,Sam F. Granato,democrat,191732,585230
2010,Vermont,VT,6,US Senate,Stephen J. Cain,independent,2356,235178
2010,Vermont,VT,6,US Senate,Len Britton,republican,72699,235178
2010,Vermont,VT,6,US Senate,Daniel Freilich,independent,3544,235178
2010,Vermont,VT,6,US Senate,Johenry Nunes,independent,1021,235178
2010,Vermont,VT,6,US Senate,Patrick J. Leahy,democrat,151281,235178
2010,Vermont,VT,6,US Senate,NA,NA,113,235178
2010,Vermont,VT,6,US Senate,Peter Diamondstone,socialist,1433,235178
2010,Vermont,VT,6,US Senate,Cris Ericson,united states marijuana,2731,235178
2010,Washington,WA,73,US Senate,Patty Murray,democrat,1314930,2511094
2010,Washington,WA,73,US Senate,Dino Rossi,republican,1196164,2511094
2010,West Virginia,WV,56,US Senate,Jeff Becker,constitution,6425,529948
2010,West Virginia,WV,56,US Senate,Jesse Johnson,mountain party,10152,529948
2010,West Virginia,WV,56,US Senate,Joe Manchin III,democrat,283358,529948
2010,West Virginia,WV,56,US Senate,John R. Raese,republican,230013,529948
2010,Wisconsin,WI,25,US Senate,Rob Taylor,constitution party of wisconsin,23473,2171331
2010,Wisconsin,WI,25,US Senate,Russell D. Feingold,democrat,1020958,2171331
2010,Wisconsin,WI,25,US Senate,"Ernest J. Pagels, Jr.",republican,134,2171331
2010,Wisconsin,WI,25,US Senate,Blank Vote/Scattering,,638,2171331
2010,Wisconsin,WI,25,US Senate,Ron Johnson,republican,1125999,2171331
2010,Wisconsin,WI,25,US Senate,Michael D. LaForest,independent,129,2171331
2012,Arizona,AZ,61,US Senate,Marc Victor,libertarian,102109,2243422
2012,Arizona,AZ,61,US Senate,Jeff Flake,republican,1104457,2243422
2012,Arizona,AZ,61,US Senate,NA,NA,290,2243422
2012,Arizona,AZ,61,US Senate,NA,NA,24,2243422
2012,Arizona,AZ,61,US Senate,Richard Carmona,democrat,1036542,2243422
2012,California,CA,71,US Senate,Dianne Feinstein,democrat,7864624,12578511
2012,California,CA,71,US Senate,Elizabeth Emken,republican,4713887,12578511
2012,Connecticut,CT,1,US Senate,Paul Passarelli,libertarian,25045,1511764
2012,Connecticut,CT,1,US Senate,NA,NA,19,1511764
2012,Connecticut,CT,1,US Senate,NA,NA,8,1511764
2012,Connecticut,CT,1,US Senate,NA,NA,6414,1511764
2012,Connecticut,CT,1,US Senate,NA,NA,40,1511764
2012,Connecticut,CT,1,US Senate,NA,NA,388,1511764
2012,Connecticut,CT,1,US Senate,Christopher S. Murphy,democrat,792983,1511764
2012,Connecticut,CT,1,US Senate,Christopher S. Murphy,working families,35778,1511764
2012,Connecticut,CT,1,US Senate,Linda E. McMahon,independent,46520,1511764
2012,Connecticut,CT,1,US Senate,Linda E. McMahon,republican,604569,1511764
2012,Delaware,DE,11,US Senate,Thomas R. Carper,democrat,265415,399606
2012,Delaware,DE,11,US Senate,Andrew Richard Groff,green,3191,399606
2012,Delaware,DE,11,US Senate,Alexander Pires,independent,15300,399606
2012,Delaware,DE,11,US Senate,Kevin Wade,republican,115700,399606
2012,Florida,FL,43,US Senate,Bill Nelson,democrat,4523451,8189946
2012,Florida,FL,43,US Senate,Naomi Craine,,19,8189946
2012,Florida,FL,43,US Senate,NA,NA,12,8189946
2012,Florida,FL,43,US Senate,Bill Gaylor,none,126079,8189946
2012,Florida,FL,43,US Senate,Chris Borgia,none,82089,8189946
2012,Florida,FL,43,US Senate,NA,NA,2,8189946
2012,Florida,FL,43,US Senate,NA,NA,9,8189946
2012,Florida,FL,43,US Senate,Connie Mack,republican,3458267,8189946
2012,Florida,FL,43,US Senate,NA,NA,18,8189946
2012,Hawaii,HI,82,US Senate,Over Vote,,77,437159
2012,Hawaii,HI,82,US Senate,Linda Lingle,republican,160994,437159
2012,Hawaii,HI,82,US Senate,Blank Vote,,6599,437159
2012,Hawaii,HI,82,US Senate,Mazie K. Hirono,democrat,269489,437159
2012,Indiana,IN,22,US Senate,Richard E. Mourdock,republican,1133621,2560102
2012,Indiana,IN,22,US Senate,Joe Donnelly,democrat,1281181,2560102
2012,Indiana,IN,22,US Senate,Andrew ??Andy?? Horning,libertarian,145282,2560102
2012,Indiana,IN,22,US Senate,NA,NA,15,2560102
2012,Indiana,IN,22,US Senate,NA,NA,3,2560102
2012,Maine,ME,2,US Senate,Danny Francis Dalton,,5807,724720
2012,Maine,ME,2,US Senate,Stephen M. Woods,,10289,724720
2012,Maine,ME,2,US Senate,Angus King,independent for Maine,370580,724720
2012,Maine,ME,2,US Senate,Blank Vote,,24121,724720
2012,Maine,ME,2,US Senate,Cynthia Ann Dill,democrat,92900,724720
2012,Maine,ME,2,US Senate,"Charles E. Summers, Jr.",republican,215399,724720
2012,Maine,ME,2,US Senate,Andrew Ian Dodge,Independent for Liberty,5624,724720
2012,Maryland,MD,52,US Senate,Benjamin L. Cardin,democrat,1474028,2633234
2012,Maryland,MD,52,US Senate,NA,NA,151,2633234
2012,Maryland,MD,52,US Senate,NA,NA,2346,2633234
2012,Maryland,MD,52,US Senate,Daniel John Bongino,republican,693291,2633234
2012,Maryland,MD,52,US Senate,S. Rob Sobhani,none,430934,2633234
2012,Maryland,MD,52,US Senate,NA,NA,163,2633234
2012,Maryland,MD,52,US Senate,NA,NA,48,2633234
2012,Maryland,MD,52,US Senate,NA,NA,21,2633234
2012,Maryland,MD,52,US Senate,Dean Ahmad,libertarian,32252,2633234
2012,Massachusetts,MA,3,US Senate,Blank Vote/Scattering,,27643,3184196
2012,Massachusetts,MA,3,US Senate,Scott P. Brown,republican,1458048,3184196
2012,Massachusetts,MA,3,US Senate,Elizabeth A. Warren,democrat,1696346,3184196
2012,Massachusetts,MA,3,US Senate,Other,,2159,3184196
2012,Michigan,MI,23,US Senate,NA,NA,10,4652918
2012,Michigan,MI,23,US Senate,Debbie Stabenow,democrat,2735826,4652918
2012,Michigan,MI,23,US Senate,NA,NA,7,4652918
2012,Michigan,MI,23,US Senate,Harley Mikkelson,green,27890,4652918
2012,Michigan,MI,23,US Senate,Richard A. Matkin,u.s. taxpayers,26038,4652918
2012,Michigan,MI,23,US Senate,John D. Litle,natural law,11229,4652918
2012,Michigan,MI,23,US Senate,Pete Hoekstra,republican,1767386,4652918
2012,Michigan,MI,23,US Senate,NA,NA,48,4652918
2012,Michigan,MI,23,US Senate,NA,NA,4,4652918
2012,Michigan,MI,23,US Senate,Scotty Boman,libertarian,84480,4652918
2012,Minnesota,MN,33,US Senate,NA,NA,2582,2843207
2012,Minnesota,MN,33,US Senate,Tim Davis,grassroots party,30531,2843207
2012,Minnesota,MN,33,US Senate,Michael Cavlan,minnesota open progressives,13986,2843207
2012,Minnesota,MN,33,US Senate,Kurt Bills,republican,867974,2843207
2012,Minnesota,MN,33,US Senate,Amy Klobuchar,democrat,1854595,2843207
2012,Minnesota,MN,33,US Senate,Stephen Williams,independence,73539,2843207
2012,Mississippi,MS,46,US Senate,"Albert N. Gore, Jr.",democrat,503467,1241568
2012,Mississippi,MS,46,US Senate,Shawn O'Hara,reform,13194,1241568
2012,Mississippi,MS,46,US Senate,Roger F. Wicker,republican,709626,1241568
2012,Mississippi,MS,46,US Senate,Thomas Cramer,constitution,15281,1241568
2012,Missouri,MO,34,US Senate,NA,NA,4,2725793
2012,Missouri,MO,34,US Senate,NA,NA,5,2725793
2012,Missouri,MO,34,US Senate,NA,NA,6,2725793
2012,Missouri,MO,34,US Senate,W. Todd Akin,republican,1066159,2725793
2012,Missouri,MO,34,US Senate,Claire McCaskill,democrat,1494125,2725793
2012,Missouri,MO,34,US Senate,NA,NA,2,2725793
2012,Missouri,MO,34,US Senate,NA,NA,9,2725793
2012,Missouri,MO,34,US Senate,NA,NA,15,2725793
2012,Missouri,MO,34,US Senate,Jonathan Dine,libertarian,165468,2725793
2012,Montana,MT,64,US Senate,Dan Cox,libertarian,31892,486066
2012,Montana,MT,64,US Senate,Jon Tester,democrat,236123,486066
2012,Montana,MT,64,US Senate,Denny Rehberg,republican,218051,486066
2012,Nebraska,NE,35,US Senate,Bob Kerrey,democrat,332979,788572
2012,Nebraska,NE,35,US Senate,Deb Fischer,republican,455593,788572
2012,Nevada,NV,65,US Senate,David Lory Vanderbeek,independent american,48792,997805
2012,Nevada,NV,65,US Senate,Dean Heller,republican,457656,997805
2012,Nevada,NV,65,US Senate,Shelley Berkley,democrat,446080,997805
2012,Nevada,NV,65,US Senate,Other,,45277,997805
2012,New Jersey,NJ,12,US Senate,Ken Wolski,green,15801,3376649
2012,New Jersey,NJ,12,US Senate,Robert ??Turk?? Turkavage,responsibility fairness integrity,3532,3376649
2012,New Jersey,NJ,12,US Senate,Gregory Pason,socialist party usa,2249,3376649
2012,New Jersey,NJ,12,US Senate,Robert Menendez,democrat,1987680,3376649
2012,New Jersey,NJ,12,US Senate,Joe Kyrillos,republican,1329534,3376649
2012,New Jersey,NJ,12,US Senate,Inder ??Andy?? Soni,america first,3593,3376649
2012,New Jersey,NJ,12,US Senate,Gwen Diakos,jersey strong independents,9359,3376649
2012,New Jersey,NJ,12,US Senate,Kenneth R. Kaplan,libertarian,16803,3376649
2012,New Jersey,NJ,12,US Senate,J. David Dranikoff,totally independent candidate,3834,3376649
2012,New Jersey,NJ,12,US Senate,Eugene Martin Lavergne,no slogan,2198,3376649
2012,New Jersey,NJ,12,US Senate,Daryl Mikell Brooks,reform nation,2066,3376649
2012,New Mexico,NM,66,US Senate,Martin Heinrich,democrat,395717,775793
2012,New Mexico,NM,66,US Senate,Jon R. Barrie,independent american,28199,775793
2012,New Mexico,NM,66,US Senate,Heather A. Wilson,republican,351260,775793
2012,New Mexico,NM,66,US Senate,NA,NA,617,775793
2012,New York,NY,13,US Senate,Wendy Long,republican,1514647,7116628
2012,New York,NY,13,US Senate,Chris Edes,libertarian,31894,7116628
2012,New York,NY,13,US Senate,Kirsten E. Gillibrand,working families,250580,7116628
2012,New York,NY,13,US Senate,Colia Clark,green,42442,7116628
2012,New York,NY,13,US Senate,John Mangelli,common sense,21985,7116628
2012,New York,NY,13,US Senate,Wendy Long,conservative,240819,7116628
2012,New York,NY,13,US Senate,Kirsten E. Gillibrand,independence,138255,7116628
2012,New York,NY,13,US Senate,Blank Vote/Void Vote/Scattering,,455963,7116628
2012,New York,NY,13,US Senate,Kirsten E. Gillibrand,democrat,4420043,7116628
2012,North Dakota,ND,36,US Senate,Rick Berg,republican,158401,321144
2012,North Dakota,ND,36,US Senate,NA,NA,1406,321144
2012,North Dakota,ND,36,US Senate,Heidi Heitkamp,democrat,161337,321144
2012,Ohio,OH,24,US Senate,Josh Mandel,republican,2435712,5449018
2012,Ohio,OH,24,US Senate,Scott A. Rupert,independent,250616,5449018
2012,Ohio,OH,24,US Senate,Sherrod Brown,democrat,2762690,5449018
2012,Pennsylvania,PA,14,US Senate,Rayburn Douglas Smith,libertarian,96926,5627422
2012,Pennsylvania,PA,14,US Senate,Tom Smith,republican,2509132,5627422
2012,Pennsylvania,PA,14,US Senate,"Robert P. Casey, Jr.",democrat,3021364,5627422
2012,Rhode Island,RI,5,US Senate,NA,NA,933,418189
2012,Rhode Island,RI,5,US Senate,Sheldon Whitehouse,democrat,271034,418189
2012,Rhode Island,RI,5,US Senate,Benjamin Barrett Hinckley III,republican,146222,418189
2012,Tennessee,TN,54,US Senate,David Gatchell,independent,6523,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,409,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,18,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,2,2321477
2012,Tennessee,TN,54,US Senate,Shaun E. Crowell,independent,20936,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,117,2321477
2012,Tennessee,TN,54,US Senate,Bob Corker,republican,1506443,2321477
2012,Tennessee,TN,54,US Senate,Michel Joseph Long,independent,8080,2321477
2012,Tennessee,TN,54,US Senate,Troy Stephen Scoggin,independent,7148,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,5,2321477
2012,Tennessee,TN,54,US Senate,Mark E. Clayton,democrat,705882,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,12,2321477
2012,Tennessee,TN,54,US Senate,Kermit Steck,constitution,18620,2321477
2012,Tennessee,TN,54,US Senate,James Higdon,independent,8085,2321477
2012,Tennessee,TN,54,US Senate,Martin Pleasant,green,38472,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,14,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,470,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,23,2321477
2012,Tennessee,TN,54,US Senate,NA,NA,218,2321477
2012,Texas,TX,49,US Senate,John Jay Myers,libertarian,162354,7864822
2012,Texas,TX,49,US Senate,Ted Cruz,republican,4440137,7864822
2012,Texas,TX,49,US Senate,Paul Sadler,democrat,3194927,7864822
2012,Texas,TX,49,US Senate,David B. Collins,green,67404,7864822
2012,Utah,UT,67,US Senate,NA,NA,1,1006901
2012,Utah,UT,67,US Senate,Bill Barron,none,7172,1006901
2012,Utah,UT,67,US Senate,Orrin G. Hatch,republican,657608,1006901
2012,Utah,UT,67,US Senate,Shaun Lynn McCausland,constitution,31905,1006901
2012,Utah,UT,67,US Senate,Scott Howell,democrat,301873,1006901
2012,Utah,UT,67,US Senate,Daniel Geery,justice,8342,1006901
2012,Vermont,VT,6,US Senate,Pete Diamondstone,liberty union,2511,292762
2012,Vermont,VT,6,US Senate,Laurel Laframboise,votekiss,877,292762
2012,Vermont,VT,6,US Senate,NA,NA,252,292762
2012,Vermont,VT,6,US Senate,Chris Ericson,united states marijuana,5924,292762
2012,Vermont,VT,6,US Senate,John MacGovern,republican,72898,292762
2012,Vermont,VT,6,US Senate,Peter Moss,peace and prosperity,2452,292762
2012,Vermont,VT,6,US Senate,Bernard Sanders,independent,207848,292762
2012,Virginia,VA,40,US Senate,George F. Allen,republican,1785542,3802196
2012,Virginia,VA,40,US Senate,NA,NA,6587,3802196
2012,Virginia,VA,40,US Senate,Timothy M. Kaine,democrat,2010067,3802196
2012,Washington,WA,73,US Senate,Maria Cantwell,democrat,1855493,3069417
2012,Washington,WA,73,US Senate,Michael Baumgartner,republican,1213924,3069417
2012,West Virginia,WV,56,US Senate,Joe Manchin III,democrat,399898,660202
2012,West Virginia,WV,56,US Senate,Bob Henry Baber,mountain party,19517,660202
2012,West Virginia,WV,56,US Senate,John R. Raese,republican,240787,660202
2012,Wisconsin,WI,25,US Senate,NA,NA,43,3009411
2012,Wisconsin,WI,25,US Senate,scatter,,3373,3009411
2012,Wisconsin,WI,25,US Senate,NA,NA,70,3009411
2012,Wisconsin,WI,25,US Senate,Tammy Baldwin,democrat,1547104,3009411
2012,Wisconsin,WI,25,US Senate,Tommy G. Thompson,republican,1380126,3009411
2012,Wisconsin,WI,25,US Senate,Joseph Kexel,libertarian,62240,3009411
2012,Wisconsin,WI,25,US Senate,Nimrod Y. U. Allen III,i.d.e.a.,16455,3009411
2012,Wyoming,WY,68,US Senate,NA,NA,417,250700
2012,Wyoming,WY,68,US Senate,Joel Otto,country party,6176,250700
2012,Wyoming,WY,68,US Senate,John Barrasso,republican,185250,250700
2012,Wyoming,WY,68,US Senate,Tim Chesnut,democrat,53019,250700
2012,Wyoming,WY,68,US Senate,Over Vote,,91,250700
2012,Wyoming,WY,68,US Senate,Blank Vote,,5747,250700
2014,Alabama,AL,41,US Senate,NA,NA,22484,818090
2014,Alabama,AL,41,US Senate,Jeff Sessions,republican,795606,818090
2014,Alaska,AK,81,US Senate,NA,NA,1376,282400
2014,Alaska,AK,81,US Senate,Mark Begich,democrat,129431,282400
2014,Alaska,AK,81,US Senate,Mark S. Fish,libertarian,10512,282400
2014,Alaska,AK,81,US Senate,Ted Gianoutsos,nonaffiliated,5636,282400
2014,Alaska,AK,81,US Senate,Dan Sullivan,republican,135445,282400
2014,Arkansas,AR,42,US Senate,Tom Cotton,republican,478819,847505
2014,Arkansas,AR,42,US Senate,Mark L. Pryor,democrat,334174,847505
2014,Arkansas,AR,42,US Senate,Mark H. Swaney,green,16797,847505
2014,Arkansas,AR,42,US Senate,Nathan LaFrance,libertarian,17210,847505
2014,Arkansas,AR,42,US Senate,NA,NA,505,847505
2014,Colorado,CO,62,US Senate,Ra_l Acosta,unaffiliated,24151,2041058
2014,Colorado,CO,62,US Senate,NA,NA,21,2041058
2014,Colorado,CO,62,US Senate,Cory Gardner,republican,983891,2041058
2014,Colorado,CO,62,US Senate,Gaylon Kent,libertarian,52876,2041058
2014,Colorado,CO,62,US Senate,NA,NA,17,2041058
2014,Colorado,CO,62,US Senate,Bill Hammons,unity party of colorado,6427,2041058
2014,Colorado,CO,62,US Senate,Steve Shogan,unaffiliated,29472,2041058
2014,Colorado,CO,62,US Senate,Mark Udall,democrat,944203,2041058
2014,Delaware,DE,11,US Senate,Kevin Wade,republican,98823,234038
2014,Delaware,DE,11,US Senate,Christopher A. Coons,democrat,130655,234038
2014,Delaware,DE,11,US Senate,Andrew Groff,green,4560,234038
2014,Georgia,GA,44,US Senate,David A. Perdue,republican,1358088,2567805
2014,Georgia,GA,44,US Senate,NA,NA,14,2567805
2014,Georgia,GA,44,US Senate,M. Michelle Nunn,democrat,1160811,2567805
2014,Georgia,GA,44,US Senate,NA,NA,9,2567805
2014,Georgia,GA,44,US Senate,Amanda C. Swafford,libertarian,48862,2567805
2014,Georgia,GA,44,US Senate,NA,NA,21,2567805
2014,Hawaii,HI,82,US Senate,Blank Vote,,15777,369703
2014,Hawaii,HI,82,US Senate,Cam Cavasso,republican,98006,369703
2014,Hawaii,HI,82,US Senate,Michael Kokoski,libertarian,8941,369703
2014,Hawaii,HI,82,US Senate,Brian Schatz,democrat,246827,369703
2014,Hawaii,HI,82,US Senate,Over Vote,,152,369703
2014,Idaho,ID,63,US Senate,Nels Mitchell,democrat,151574,437170
2014,Idaho,ID,63,US Senate,James E. Risch,republican,285596,437170
2014,Illinois,IL,21,US Senate,Richard J. Durbin,democrat,1929637,3603519
2014,Illinois,IL,21,US Senate,Sharon Hansen,libertarian,135316,3603519
2014,Illinois,IL,21,US Senate,"James D. ""Jim"" Oberweis",republican,1538522,3603519
2014,Illinois,IL,21,US Senate,NA,NA,12,3603519
2014,Illinois,IL,21,US Senate,NA,NA,1,3603519
2014,Illinois,IL,21,US Senate,NA,NA,31,3603519
2014,Iowa,IA,31,US Senate,Douglas Butzier,libertarian,8232,1129700
2014,Iowa,IA,31,US Senate,Rick Stewart,independent,26815,1129700
2014,Iowa,IA,31,US Senate,NA,NA,1111,1129700
2014,Iowa,IA,31,US Senate,Bob Quast,bob quast for term limits,5873,1129700
2014,Iowa,IA,31,US Senate,Ruth Smith,nominated by petition,4724,1129700
2014,Iowa,IA,31,US Senate,Joni Ernst,republican,588575,1129700
2014,Iowa,IA,31,US Senate,Bruce Braley,democrat,494370,1129700
2014,Kansas,KS,32,US Senate,Greg Orman,independent,368372,866191
2014,Kansas,KS,32,US Senate,Pat Roberts,republican,460350,866191
2014,Kansas,KS,32,US Senate,Randall Batson,libertarian,37469,866191
2014,Kentucky,KY,51,US Senate,NA,NA,17,1435868
2014,Kentucky,KY,51,US Senate,David M. Patterson,libertarian,44240,1435868
2014,Kentucky,KY,51,US Senate,NA,NA,53,1435868
2014,Kentucky,KY,51,US Senate,Alison Lundergan Grimes,democrat,584698,1435868
2014,Kentucky,KY,51,US Senate,Mich McConnell,republican,806787,1435868
2014,Kentucky,KY,51,US Senate,NA,NA,9,1435868
2014,Kentucky,KY,51,US Senate,Gregory D. Welch,,64,1435868
2014,Louisiana,LA,45,US Senate,Brannon Lee McMorris,libertarian,13034,3523183
2014,Louisiana,LA,45,US Senate,Wayne Ables,democrat,11323,3523183
2014,Louisiana,LA,45,US Senate,Vallian Senegal,democrat,3835,3523183
2014,Louisiana,LA,45,US Senate,William P. Waymire Jr.,democrat,4673,3523183
2014,Louisiana,LA,45,US Senate,Bill Cassidy,republican,1712379,3523183
2014,Louisiana,LA,45,US Senate,Mary L. Landrieu,democrat,1561210,3523183
2014,Louisiana,LA,45,US Senate,Thomas Clements,republican,14173,3523183
2014,Louisiana,LA,45,US Senate,"""Rob"" Maness",republican,202556,3523183
2014,Maine,ME,2,US Senate,Other,,269,616996
2014,Maine,ME,2,US Senate,Blank Vote,,12968,616996
2014,Maine,ME,2,US Senate,Susan M. Collins,republican,413505,616996
2014,Maine,ME,2,US Senate,Shenna Bellows,democrat,190254,616996
2014,Massachusetts,MA,3,US Senate,Brian J. Herr,republican,791950,2186789
2014,Massachusetts,MA,3,US Senate,Blank Vote,,101817,2186789
2014,Massachusetts,MA,3,US Senate,Other,,3072,2186789
2014,Massachusetts,MA,3,US Senate,NA,NA,6,2186789
2014,Massachusetts,MA,3,US Senate,Edward J. Markey,democrat,1289944,2186789
2014,Michigan,MI,23,US Senate,NA,NA,67,3121771
2014,Michigan,MI,23,US Senate,Richard A. Matkin,u.s. taxpayers,37529,3121771
2014,Michigan,MI,23,US Senate,Terri Lynn Land,republican,1290199,3121771
2014,Michigan,MI,23,US Senate,Jim Fulner,libertarian,62897,3121771
2014,Michigan,MI,23,US Senate,Gary C. Peters,democrat,1704936,3121771
2014,Michigan,MI,23,US Senate,Chris Wahmhoff,green,26137,3121771
2014,Michigan,MI,23,US Senate,NA,NA,6,3121771
2014,Minnesota,MN,33,US Senate,Heather Johnson,libertarian,29685,1981528
2014,Minnesota,MN,33,US Senate,Steve Carlson,independence,47530,1981528
2014,Minnesota,MN,33,US Senate,Mike McFadden,republican,850227,1981528
2014,Minnesota,MN,33,US Senate,NA,NA,881,1981528
2014,Minnesota,MN,33,US Senate,Al Franken,democrat,1053205,1981528
2014,Mississippi,MS,46,US Senate,Travis W. Childers,democrat,239439,631858
2014,Mississippi,MS,46,US Senate,Shawn O'Hara,reform,13938,631858
2014,Mississippi,MS,46,US Senate,Thad Cochran,republican,378481,631858
2014,Montana,MT,64,US Senate,Steve Daines,republican,213709,369826
2014,Montana,MT,64,US Senate,Roger Roots,libertarian,7933,369826
2014,Montana,MT,64,US Senate,Amanda Curtis,democrat,148184,369826
2014,Nebraska,NE,35,US Senate,Dave Domina,democrat,170127,540337
2014,Nebraska,NE,35,US Senate,Todd F. Watson,by petition,6260,540337
2014,Nebraska,NE,35,US Senate,Jim Jenkins,by petition,15868,540337
2014,Nebraska,NE,35,US Senate,Ben Sasse,republican,347636,540337
2014,Nebraska,NE,35,US Senate,scatter,,446,540337
2014,New Hampshire,NH,4,US Senate,Jeanne Shaheen,democrat,251184,488159
2014,New Hampshire,NH,4,US Senate,Scott P. Brown,republican,235347,488159
2014,New Hampshire,NH,4,US Senate,scatter,,1628,488159
2014,New Jersey,NJ,12,US Senate,Joseph Baratelli,libertarian,16721,1869535
2014,New Jersey,NJ,12,US Senate,Cory A. Booker,democrat,1043866,1869535
2014,New Jersey,NJ,12,US Senate,Antonio N. Sabas,independent,3544,1869535
2014,New Jersey,NJ,12,US Senate,Jeff Bell,republican,791297,1869535
2014,New Jersey,NJ,12,US Senate,Eugene Martin LaVergne,d-r party,3890,1869535
2014,New Jersey,NJ,12,US Senate,Jeff Boss,independent,4513,1869535
2014,New Jersey,NJ,12,US Senate,Hank Schroeder,economic growth,5704,1869535
2014,New Mexico,NM,66,US Senate,Allen E. Weh,republican,229097,515506
2014,New Mexico,NM,66,US Senate,Tom Udall,democrat,286409,515506
2014,North Carolina,NC,47,US Senate,Kay R. Hagan,democrat,1377651,2915281
2014,North Carolina,NC,47,US Senate,NA,NA,201,2915281
2014,North Carolina,NC,47,US Senate,Thom Tillis,republican,1423259,2915281
2014,North Carolina,NC,47,US Senate,NA,NA,142,2915281
2014,North Carolina,NC,47,US Senate,Sean Haugh,libertarian,109100,2915281
